id,intent,utterance
774,ECS_SNC_WEATHER_FORECAST,서산 날씨 알려줘
775,ECS_SNC_WEATHER_FORECAST,서울 동작구 대방동 날씨
776,ECS_SNC_WEATHER_FORECAST,성남시 날씨 알려줘
777,ECS_SNC_WEATHER_FORECAST,날씨가 어때
778,ECS_SNC_WEATHER_FORECAST,광명 날씨 알려줘
779,ECS_SNC_WEATHER_FORECAST,63빌딩 날씨
780,ECS_SNC_WEATHER_FORECAST,오늘 8시 날씨
781,ECS_SNC_WEATHER_FORECAST,용인시 날씨를 알려줘
782,ECS_SNC_WEATHER_FORECAST,오늘 날씨좀
783,ECS_SNC_WEATHER_FORECAST,광주시 날씨
784,ECS_SNC_WEATHER_FORECAST,노원구 날씨는
785,ECS_SNC_WEATHER_FORECAST,광주광역시 날씨
786,ECS_SNC_WEATHER_FORECAST,신원리 날씨
787,ECS_SNC_WEATHER_FORECAST,을지로3가 날씨 알려줘
788,ECS_SNC_WEATHER_FORECAST,중동 날씨
789,ECS_SNC_WEATHER_FORECAST,창원 날씨 알려줘
790,ECS_SNC_WEATHER_FORECAST,서울 중구 날씨가 궁금합니다
791,ECS_SNC_WEATHER_FORECAST,오늘 날씨는요?
792,ECS_SNC_WEATHER_FORECAST,오늘 종로날씨는 어때?
793,ECS_SNC_WEATHER_FORECAST,광명 하안동 날씨 알려줘
794,ECS_SNC_WEATHER_FORECAST,내일 날씨 어때
795,ECS_SNC_WEATHER_FORECAST,내일 날씨 !
796,ECS_SNC_WEATHER_FORECAST,오늘 날씨?
797,ECS_SNC_WEATHER_FORECAST,지금 날씨가 어때요?
798,ECS_SNC_WEATHER_FORECAST,오늘 비오니?
799,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조운영팀 팀원
800,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,SMART ERP 담당자
801,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,변호사
802,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이광민
803,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,협업포탈 담당자
804,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신윤정
805,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,주태윤 대리님 급여는?
806,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,차덕현 이력
807,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연락처좀
808,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박준석
809,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,정하은
810,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이종영
811,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조운영팀
812,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,우리팀 부서운영비 문의 드려요
813,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,오성도사원이 없음
814,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김종석
815,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이영섭 부서
816,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,메신저 담당자
817,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,itsm 담당자
818,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,유화ITO팀장님
819,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,교육담당자는 박수인
820,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,담당자
821,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장홍준 대리 소속은?
822,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,하이문의처
823,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조운영팀 김준우 대리의 연락처는?
824,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 담당자
825,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,윤지원
826,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,코스트센터
827,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,급여담당자
828,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,자금팀 신윤정
829,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,S&C 회사 차원의 사업영역은?
830,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이준우
831,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,POS 담당자
832,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,교육 담당자는 누구죠?
833,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,변성환
834,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,유하영 사원
835,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안
836,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사팀
837,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,e-HR 운영
838,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장애
839,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조 부문장
840,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,교육 담당자
841,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,메일 담당자
842,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,보안운영은 누가 합니까
843,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박용대
844,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조운영팀 팀장의 이름은?
845,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,그룹웨어 담당자
846,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사장님 뭐하시니
847,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한똘똘 개발자
848,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,급여 담당자 ?
849,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,웹 담당자
850,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김세환 대리님 무슨팀이야?
851,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,팀재정
852,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,전자결재 담당자
853,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이현경에 대한 정보
854,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한똘똘 담당자
855,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,출장비 담당자가 누구야?
856,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조운영팀 팀장 이름은?
857,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김명구 과장
858,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화 에스엔씨 대표이사는
859,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박관순
860,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사발표는?
861,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,구매팀장
862,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,링크 담당자
863,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사팀장은
864,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,하이 만든사람
865,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,상무님
866,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,네트워크 담당자
867,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,ICT PJT팀
868,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연구소 담당 팀장
869,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,우리 부문장님은?
870,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,리프레시 담당자
871,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김덕원
872,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김수진 대리님
873,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,H-AI 문의처
874,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신입채용 담당자
875,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,예싼 담당
876,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화손해보험 사장님
877,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,급여담당자 누구야
878,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연구소 소장은 누구 인가
879,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,삼성전자 현재가
880,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,오윤상
881,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,회계팀
882,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,하이 담당자
883,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,써클 담당자
884,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서클 담당자
885,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화투자증권 사장 이름은?
886,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,H-AI 담당자
887,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,유주원
888,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김홍종 알어?
889,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,황승한이 누구인가요?
890,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 관리자가 누구인가요?
891,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,조직개편
892,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,휴가 담당자
893,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,대표이사 이름은?
894,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,모바일 전자결재 담당자
895,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,급여 담당자
896,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이정용
897,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,무선 네트워크 담당자
898,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,금융영업팀이 몇명이야
899,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,경조사
900,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,통신비담당
901,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,idc 담당
902,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,담당자 정보가 없습니다.
903,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화 s&c 대표이사
904,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,대표이사
905,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,강기복 과장 전화번호
906,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박진우 대리 위치
907,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조운영팀 경비는?
908,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,백진욱
909,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,황승한
910,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,지진
911,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박수진
912,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사내담당자
913,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,근태 담당자 알려줘
914,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,헬프데스크 연락처
915,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,국방사업 담당자
916,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,연락처
917,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사외 교육 담당자
918,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,법인카드 담당자 누구야?
919,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이글오피스
920,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박수경
921,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,고용보험 환급 담당
922,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,HR 담당자
923,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김재민 차장 연락처
924,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,강훈 연락처
925,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,에스앤씨
926,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,써클 문의
927,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,모바일BP 사업담당자
928,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,큐셀 네크워크 담당자
929,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,데이터사업TF
930,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서성웅 과장님은 어떤 분이야?
931,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,강기석
932,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,경조금
933,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,출장 정산
934,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박수진이 누구야?
935,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,그룹웨어 담당
936,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,곽한빈
937,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,케미칼 누구야
938,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,전자결재 모바일 담당자
939,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,하이담당자
940,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이진수
941,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이진은 무슨 팀이야?
942,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,CEO 정보 알려줘
943,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,손보dba 담당
944,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,AI ChatBot 담당자
945,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,어학 담당자
946,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,하이 개발자
947,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신현종 과장 소속은?
948,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,데이터사업TFT
949,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이진대리는 어느팀인가요
950,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이글오피스 담당자
951,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,법무 담당자
952,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,장애담당
953,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,circle 비밀번호
954,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,현지훈 과장 업무는 ?
955,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김현영
956,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,헬프데스크 담당자
957,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,모바일 담당자
958,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서비스ITO팀
959,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,복리후생 담당지
960,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,근태 담당자를 알려줘
961,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,안창영
962,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,경조사 담당자
963,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,성백선
964,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김정원
965,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 담당자 알려줘
966,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사장님은 누구셔?
967,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,서창민 차장님
968,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박선우과장님
969,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,전의경
970,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,퇴직급 담당자
971,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 담당
972,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김세환이 누구야
973,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,강훈
974,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,ITO팀장
975,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,윤희성
976,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,채용 담당자
977,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김용호 차장
978,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사관련 담당자가 누구에요?
979,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,최성휘 연락처
980,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화손해보험 대표이사
981,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김용운
982,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,Compliance팀 담당자
983,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김대윤
984,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화S&C 웹사이트 url
985,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신입 교육 담당자
986,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,하내 담당자 조회
987,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,챗봇 담당자
988,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,UHR 담당자
989,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,인사 시스템
990,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김종환
991,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,팀장발령
992,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한똘똘님 이름 변경한다던데요
993,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김동주
994,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,백화점 pos 담당자
995,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이진하
996,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,대표이사님 알려줘
997,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,지대환
998,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,준법 담당자
999,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,제조 계열사 서버 담당 조직은?
1000,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,리조트 담당자
1001,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박재관 차장한테 자리에 오면 연락달라고 메세지 남겨 주세요
1002,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,ITSM 문의
1003,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,수행지원팀장은 누구셔?
1004,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,박진우
1005,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,금융 부문장
1006,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,이메일 담당자
1007,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,비서
1008,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김세환
1009,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,교통비 담당
1010,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,오우석
1011,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,S&C 사업영역은?
1012,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,모바일 설치
1013,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,신민수
1014,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,팀장님 전화번호
1015,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,출장
1016,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,건강검진
1017,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,리조트ITO
1018,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,사내 어플 담당자
1019,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김기한
1020,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,대표이사는
1021,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,컴퓨터 사려고 하는데 담당자 좀 알려줘
1022,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,오성도?
1023,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,전자결재 담당자좀 알려줘
1024,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,회계팀원
1025,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,김장욱
1026,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,그룹웨어 퀵메뉴 담당
1027,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,한화S&C 대표이사의 이름은?
1028,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,복지 담당자
1029,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,기획재무실
1030,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,방산운영팀
1031,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,복합기 담당자
1032,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,방화벽 담당자는?
1033,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,승진대상자 교육
1034,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,리조트담당자
1035,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,대표이사 알려주세요
1036,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 담당자가 누구에요?
1037,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,급여 담당자 알려줘
1038,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,송영호
1039,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문서보안 담당자 어떤 놈이냐
1040,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,품질관리팀 팀장
1041,ECS_SNC_SS1_CIRCLE_INQUIRY_THE_PERSON_IN_CHARGE,문혜숙
